! Planar, C4420, 00000001, 24.1.6/3
! Date: 26.09.2024 10:19:21
! Stimulus(Гц),    S21(дБ),           S12(дБ),           S21(°),            S12(°)
4.50000000000E+09,+4.26353103130E+00,-5.48361497582E+00,-6.15797734631E-01,+6.96858960525E+01
4.53868194842E+09,-4.14841730181E-01,+6.95019056390E+00,+1.71717030108E+02,-1.52832756337E+02
4.57736389685E+09,+1.61559026899E+01,-1.04589611247E+01,+1.71094884488E+02,+1.76898145324E+02
4.61604584527E+09,+1.15276846966E-01,-9.35716972428E-01,-1.25892849805E+02,+1.14650345576E+02
4.65472779370E+09,-6.09011354237E+00,-9.36242976266E+00,-2.00903993104E+01,-1.19492222533E+02
4.69340974212E+09,+4.12430763491E+00,+2.82467587313E+00,-2.66419284729E+01,-1.07704969953E+02
4.73209169054E+09,+1.63073720318E+00,-1.29189461924E+01,+4.71574289224E+01,-4.19296850492E+01
4.77077363897E+09,+1.70430581638E+01,+1.06526383498E+01,-8.48492122528E+00,-1.57700995544E+02
4.80945558739E+09,-1.31844708027E+01,-1.01312477516E+01,+1.37054235944E+02,-3.75351294464E+01
4.84813753582E+09,-4.31897860740E-01,-5.29093795463E+00,-1.27447240226E+02,+3.58199902794E+01
4.88681948424E+09,-3.71657204545E+00,+3.58999356057E+00,+1.64234984037E+01,+2.68719867598E+01
4.92550143266E+09,-1.44678480246E+01,+2.22402718128E+01,+8.71367905829E+01,+1.84219444200E+01
4.96418338109E+09,+1.78486287488E+00,+2.04539327518E+01,+1.13435320128E+01,+2.62594149444E+00
5.00286532951E+09,+3.77535251494E-01,-3.20671162561E+00,+1.77124679223E+01,-1.20229182892E+02
5.04154727794E+09,+2.01204964757E+00,+1.40578877479E+00,+1.42871308375E+01,-1.13046497650E+01
5.08022922636E+09,+1.15098774274E+00,-8.17248103634E+00,+1.60025201584E+02,+1.66532457412E+02
5.11891117479E+09,-1.17100600961E+01,+3.38024002504E+00,+1.68094069124E+02,+1.26041704575E+02
5.15759312321E+09,-3.57446729553E-01,-1.31880438026E+01,-4.32981452387E+01,-9.30349078827E+01
5.19627507163E+09,-1.10810956284E+01,+3.28523079219E+00,+1.70359946430E+02,-1.32047500236E+02
5.23495702006E+09,-2.74846412276E+00,+8.67941958495E+00,-1.71781402965E+02,+1.68303241714E+02
5.27363896848E+09,+1.26202842246E+01,+1.01932510479E+00,-1.04322683779E+02,-1.51342596370E+02
5.31232091691E+09,+4.19204251145E+00,-9.07180027582E+00,+1.67864731354E+01,-2.82477867771E+01
5.35100286533E+09,+2.53160209562E+00,-4.39021890743E+00,+1.49127723389E+02,-1.28505954806E-01
5.38968481375E+09,-4.61177185525E+00,-4.11070549592E+00,-4.36919948474E-01,-9.80942461512E+00
5.42836676218E+09,-3.56484027546E+00,+3.80339391364E-02,-4.05001219295E+01,+1.75849267923E+01
5.46704871060E+09,+2.12095671573E+01,+7.44474489720E+00,+6.96378000722E+01,+9.64179255365E+01
5.50573065903E+09,+5.08650213379E+00,+2.65348952851E+00,-6.79532995088E+01,-2.68065934902E+01
5.54441260745E+09,+6.74017016095E+00,-1.89222247831E+01,-9.85055766901E+01,-5.72758459562E+01
5.58309455587E+09,-1.48260286678E+01,+1.75188903610E+01,+4.55478778237E+01,+1.47705976041E+02
5.62177650430E+09,-4.88266851914E+00,-1.13976848789E+01,-4.52459500916E+01,+5.89922620137E+01
5.66045845272E+09,+3.46996376485E+00,-9.21063193543E-01,+1.25072642156E+02,+3.52452334695E+01
5.69914040115E+09,+2.30485927773E+00,-2.66652673203E+00,-1.88614270323E+01,+1.19761526195E+02
5.73782234957E+09,-4.81217408185E+00,+5.84337278981E+00,-3.30034270688E+00,+4.29709979990E+01
5.77650429799E+09,+2.24416924343E-01,+5.07762369218E+00,+4.15977379252E+01,+4.86259676366E+01
5.81518624642E+09,-9.25521763580E+00,-1.90397757037E+00,-4.29610332313E+01,-1.82130428481E+01
5.85386819484E+09,+2.22372722747E+00,+8.70165070649E+00,+1.41756907966E+01,+6.53203867228E+01
5.89255014327E+09,-6.41148138940E+00,+6.17331585748E+00,-6.08488862617E-01,+1.84823423265E+01
5.93123209169E+09,+4.43503997949E+00,-1.15998209636E+01,+4.88794007097E+01,-3.37442541708E+01
5.96991404011E+09,-1.53987507426E+00,-6.34927365067E+00,-7.31415867198E+01,-1.20539753303E-02
