! Planar, C4420, 00000001, 24.1.6/3
! Date: 26.09.2024 10:26:14
! Stimulus(Гц),    S21(дБ),           S21(дБ),           S21(°),            S21(°)
4.50000000000E+09,-2.90364050191E+00,+6.35134131156E-01,+2.38058631309E+01,+4.87079067774E+01
4.51002865330E+09,+7.60391995945E+00,+1.00078842222E+01,-1.46628632855E+02,-1.48432227452E+02
4.52005730659E+09,+1.14026230340E+01,-1.00167868081E+01,-5.57612588030E+01,-3.48079924062E+01
4.53008595989E+09,-8.25501896751E-01,+3.48602045081E-01,+5.93942560014E+01,-6.01447727504E+01
4.54011461318E+09,-2.89364037482E+00,-7.11713515595E+00,-1.30976460444E+01,-1.75555510291E+02
4.55014326648E+09,-3.52770529920E+00,+5.82816186590E+00,-1.73448327865E+00,-1.42691193267E+02
4.56017191977E+09,+1.42096521852E+00,+1.33326890712E+00,-1.36556322867E+02,-1.70291430196E+02
4.57020057307E+09,+1.30585598891E+01,+8.16717281405E+00,-5.38907146215E+01,-1.54079219142E+02
4.58022922636E+09,+2.48334349508E+00,-1.91143137891E+00,+8.32231943925E+01,-1.62148557403E+02
4.59025787966E+09,+6.98722310672E+00,+2.71677224419E+00,-1.30591722795E+02,+8.90999550019E-01
4.60028653295E+09,+1.68336315359E+00,+4.89804594391E+00,-1.69140492862E+02,+2.07641141298E+01
4.61031518625E+09,-1.14985383210E+01,+1.53804960437E+01,-5.79568187280E+01,+3.84322326786E+01
4.62034383954E+09,+2.95168698673E+00,+1.81614295222E+01,-1.45046062201E+02,-1.47619381114E+02
4.63037249284E+09,-2.65632388619E+00,-2.27587671824E+00,-5.26628743965E+00,-1.51175211394E+01
4.64040114613E+09,-2.34219461865E+00,+9.09835670189E+00,+3.81359058307E+01,+1.09791693939E+02
4.65042979943E+09,+3.99531594034E+00,-2.54298226922E+00,-1.53936918449E+02,+3.03607383321E+01
4.66045845272E+09,+1.29250760789E+00,+1.18908532233E+00,+1.77826618100E+02,-4.79657385257E+01
4.67048710602E+09,+5.82443259414E+00,+7.73464898691E+00,+2.41140843082E+01,-1.45313855557E+01
4.68051575931E+09,-1.62818300292E+00,+3.41485093225E+00,+1.68833804103E+02,+1.23959111788E+02
4.69054441261E+09,-1.32161632308E+00,+3.66237518708E+00,-1.54991224668E+02,-1.62455066696E+02
4.70057306590E+09,+3.16301756788E+00,+2.18749474658E+00,+9.81226727339E+01,+1.29396458645E+02
4.71060171920E+09,-2.18761928909E+00,-1.04326424491E+01,+6.48354039964E+01,+8.90553794440E+01
4.72063037249E+09,+1.20515557065E+01,+4.62198657729E+00,+1.24548716628E+02,+1.54893600625E+01
4.73065902579E+09,+5.85108116034E+00,+2.82955093508E+00,-1.49954309926E+02,-1.68816530946E+02
4.74068767908E+09,+2.15693339404E+00,+4.46477744987E-01,+1.60988593448E+02,-1.41092971026E+02
4.75071633238E+09,+1.65799915143E+01,+7.01987801137E+00,+3.16538363926E+01,+6.28239191692E+01
4.76074498567E+09,+3.95196733057E+00,-3.49273862775E+00,+6.44798181204E+01,+1.58100519564E+01
4.77077363897E+09,+4.31785284745E+00,-1.01146817278E+01,-1.28576991543E+01,-1.24038414517E+00
4.78080229226E+09,+3.94762689596E+00,+1.80827537147E+01,-1.36696954544E+02,-2.83976813877E+01
4.79083094556E+09,-9.21051371783E+00,-1.44893150739E+01,-9.45230178709E+01,-1.11967899005E+02
4.80085959885E+09,-5.49212090621E+00,-4.30010088326E+00,+3.03989038363E+01,-4.81556287575E+01
4.81088825215E+09,+2.89388688434E+00,+2.25529420387E+00,-1.61126300250E+02,-6.06659642983E+01
4.82091690544E+09,-3.07284373007E+00,+3.52951775571E+00,+5.38904094493E+01,+9.53119404268E+01
4.83094555874E+09,-1.99207100191E+00,-2.63414723247E+00,+9.83656253022E+01,+2.69790398710E+01
4.84097421203E+09,-3.90409600375E+00,-4.55549677638E+00,+3.49226444909E+01,+1.95160821860E+01
4.85100286533E+09,-1.61109685822E+01,-9.89118866729E+00,-1.74840558453E+01,+5.61687349530E+01
4.86103151862E+09,-6.19963441452E+00,-5.38605818989E+00,-1.18596675354E+02,-1.28972282554E+02
4.87106017192E+09,+5.65047800737E-01,-6.50663350616E+00,+8.83483043465E+01,+3.03384835235E+01
4.88108882521E+09,-1.86376721116E+01,-1.87348618289E+01,+9.41895902911E+01,+1.23401964380E+02
4.89111747851E+09,-9.82214701501E+00,-1.60955304079E+01,-5.15693416703E+01,-8.74827091566E+01
4.90114613181E+09,-7.40474041247E+00,-1.86957279586E+01,+3.50380240411E+01,+9.03464909510E+00
4.91117478510E+09,-6.24816678122E+00,-7.88534526415E+00,+8.80063355991E+01,+6.46121584253E+01
4.92120343840E+09,-5.34852517790E+00,-5.53900907506E+00,+1.14835088434E+02,+1.34681657365E+02
4.93123209169E+09,-1.50967679839E+01,-1.48751840289E+01,+7.15035955271E+01,+4.96673977861E+01
4.94126074499E+09,-3.37514748306E+01,-3.52827089266E+01,-8.00112084560E+01,-1.45683864480E+02
4.95128939828E+09,-4.82878878085E+00,-7.50344643778E+00,+1.00433548725E+02,+1.06798929066E+02
4.96131805158E+09,-5.14144671485E+00,-6.08497481229E+00,-7.36605798915E+01,-7.89206425742E+01
4.97134670487E+09,-2.67004410565E+00,-3.02340530925E+00,-6.61117623567E+01,-8.83006231588E+01
4.98137535817E+09,-1.63167371201E+01,-1.57208884946E+01,+2.50484785141E+01,+2.91288314946E+01
4.99140401146E+09,-1.00338145801E+01,-1.09111979106E+01,-8.85972859050E+01,-6.63273716281E+01
5.00143266476E+09,-1.90079599919E+01,-1.86198055719E+01,+1.05106394089E+02,+1.06073874351E+02
5.01146131805E+09,-7.90565533323E+00,-7.22129503447E+00,+8.02961456197E+01,+9.64523573285E+01
5.02148997135E+09,-1.16485978502E+01,-1.19072649273E+01,+7.25843743567E+01,+8.24309414670E+01
5.03151862464E+09,-1.68728523895E+01,-1.61976002953E+01,+2.40488180211E+01,+4.66133418782E+01
5.04154727794E+09,-8.46333806134E+00,-8.25546214490E+00,+1.43437137513E+02,+1.43499264279E+02
5.05157593123E+09,-2.36353729690E+01,-2.31612157106E+01,-6.91706656193E+01,-8.52037486398E+01
5.06160458453E+09,-1.86331202362E+01,-1.93523659288E+01,+1.08248576159E+02,+1.09714762178E+02
5.07163323782E+09,-1.93390475660E+01,-1.93242734848E+01,+6.56763905525E+01,+6.65812130057E+01
5.08166189112E+09,-1.67520829887E+01,-1.69163462395E+01,+1.10839909413E+02,+1.09787397001E+02
5.09169054441E+09,-1.89166755741E+01,-2.01949024051E+01,-5.31735737824E+01,-4.66739937718E+01
5.10171919771E+09,-2.86498348809E+01,-2.90150398297E+01,+1.11767505313E+02,+1.07298210354E+02
5.11174785100E+09,-2.72702172565E+01,-2.78032146903E+01,+5.28944265871E+01,+5.54674015083E+01
5.12177650430E+09,-2.47921356674E+01,-2.44706940537E+01,+6.15639552435E+01,+5.96263022265E+01
5.13180515759E+09,-2.33178083022E+01,-2.35680863183E+01,+1.45200538265E+02,+1.49275202564E+02
5.14183381089E+09,-2.74333682033E+01,-2.84803424922E+01,+1.28466457748E+02,+1.34600635382E+02
5.15186246418E+09,-2.76875556420E+01,-2.77379230792E+01,+1.01784100057E+02,+1.03791436011E+02
5.16189111748E+09,-2.78384880762E+01,-2.88516212355E+01,+1.10244189081E+02,+1.18857292750E+02
5.17191977077E+09,-3.14180661442E+01,-3.14928282158E+01,-2.43131489950E+01,-2.07332340617E+01
5.18194842407E+09,-4.11816060043E+01,-4.16271816005E+01,+1.30961699563E+02,+1.34117765827E+02
5.19197707736E+09,-2.80512985291E+01,-2.80822063114E+01,-4.24616586478E+01,-3.79664564109E+01
5.20200573066E+09,-2.56378190686E+01,-2.60352919622E+01,+1.42846679209E+02,+1.47982953042E+02
5.21203438395E+09,-3.80816680002E+01,-3.81447646272E+01,+8.57399344531E+01,+9.13705790917E+01
5.22206303725E+09,-2.89685066753E+01,-2.93038856341E+01,+1.32555105432E+00,+7.60073048264E+00
5.23209169054E+09,-4.17460452748E+01,-4.14336367782E+01,+1.34521042845E+02,+1.39063874004E+02
5.24212034384E+09,-3.77455533541E+01,-3.76122603743E+01,+6.41021249955E+01,+6.88612333567E+01
5.25214899713E+09,-4.66197662070E+01,-4.65449165704E+01,+1.39619419153E+02,+1.44480910818E+02
5.26217765043E+09,-4.28136875042E+01,-4.25391245236E+01,+1.60595159913E+02,+1.65316122856E+02
5.27220630372E+09,-4.45955771351E+01,-4.43539933299E+01,-1.75108216730E+02,-1.70838184461E+02
5.28223495702E+09,-4.45101334427E+01,-4.40703570192E+01,+1.47526131764E+02,+1.51779013553E+02
5.29226361032E+09,-5.37855430685E+01,-5.31667280711E+01,-8.96373008976E+01,-8.63851483185E+01
5.30229226361E+09,-5.37531557171E+01,-5.31757241857E+01,+1.33263481164E+02,+1.36295751174E+02
5.31232091691E+09,-5.63336038013E+01,-5.57135022118E+01,+4.24574376401E+01,+4.49264997381E+01
5.32234957020E+09,-6.10935495267E+01,-6.04212484619E+01,-6.22178676328E+00,-4.41075865033E+00
5.33237822350E+09,-5.69762253611E+01,-5.62515167400E+01,+1.75584006180E+02,+1.76600045378E+02
5.34240687679E+09,-5.17065567567E+01,-5.09653248737E+01,-1.71277102321E+02,-1.71061436197E+02
5.35243553009E+09,-6.74116307979E+01,-6.66945929377E+01,+9.49552024215E+01,+9.42170564853E+01
5.36246418338E+09,-7.44778720098E+01,-7.38090780797E+01,-6.30462048675E+01,-6.47845897744E+01
5.37249283668E+09,-8.75710120168E+01,-8.69713286622E+01,+6.67323399904E+01,+6.40873854491E+01
5.38252148997E+09,-6.47408146581E+01,-6.42772999233E+01,-1.44293314214E+02,-1.47854149944E+02
