! Planar, C4420, 00000001, 24.1.6/3
! Date: 26.09.2024 10:27:57
! Stimulus(Гц),    S21(дБ),           S21(дБ),           S21(°),            S21(°)
4.50000000000E+09,-1.00552462640E+01,-6.51647163091E+00,-5.58189200191E+01,-3.09168763726E+01
4.51002865330E+09,+1.57677144030E+00,+3.98073570309E+00,+3.13936290068E+01,+2.95900344104E+01
4.52005730659E+09,+1.86514903909E+01,-2.76791945120E+00,+6.06731361485E+00,+2.70205800116E+01
4.53008595989E+09,+4.51183664934E-01,+1.62528760677E+00,-9.44918331504E+01,+1.45969138098E+02
4.54011461318E+09,+8.74466387502E+00,+4.52116909388E+00,-1.24256090656E+01,-1.74883473313E+02
4.55014326648E+09,-1.34536864433E+00,+8.01049852078E+00,-2.57606214363E+01,-1.66717331425E+02
4.56017191977E+09,-6.40172677967E-01,-7.27868989368E-01,+2.95087856392E+01,-4.22632168995E+00
4.57020057307E+09,+2.31175456855E+01,+1.82261586105E+01,-2.26473748495E+01,-1.22835879370E+02
4.58022922636E+09,-4.09419499928E-01,-4.80419437392E+00,-1.21914502191E+02,-7.28625398660E+00
4.59025787966E+09,+2.39939240581E+00,-1.87105845672E+00,-1.62374477296E+02,-3.08917549511E+01
4.60028653295E+09,-6.96531063264E+00,-3.75062784232E+00,-2.38454626080E+01,+1.66059144384E+02
4.61031518625E+09,-2.22762926299E+00,+2.46514051018E+01,+1.64565474539E+01,+1.12845598861E+02
4.62034383954E+09,+2.70471088358E+00,+1.79144534190E+01,+5.40854042874E+01,+5.15120853740E+01
4.63037249284E+09,-7.63746434702E+00,-7.25701717907E+00,-1.49808366164E+01,-2.48320703161E+01
4.64040114613E+09,-6.79955397747E+00,+4.64099734307E+00,+1.46663285866E+01,+8.63221166945E+01
4.65042979943E+09,-5.93393803849E+00,-1.24722362480E+01,-1.66030788003E+02,+1.82668687778E+01
4.66045845272E+09,-4.27375202211E+00,-4.37717430767E+00,+7.26205444287E+00,+1.41469697818E+02
4.67048710602E+09,+3.16916344576E+00,+5.07937983853E+00,+3.83547037148E+01,-2.90766149094E-01
4.68051575931E+09,+1.00514555604E+00,+6.04817949121E+00,-1.63201795041E+01,-6.11948718197E+01
4.69054441261E+09,-5.38568197672E+00,-4.01690466567E-01,-1.26433186612E+02,-1.33897028640E+02
4.70057306590E+09,+1.39605898351E+00,+4.20536162213E-01,-1.06195917796E+02,-7.49221318848E+01
4.71060171920E+09,-9.12624300983E+00,-1.73712661699E+01,-1.27430121344E+01,+1.14769633133E+01
4.72063037249E+09,+1.98511787908E+00,-5.44445125016E+00,-1.50326242765E+00,-1.10562618994E+02
4.73065902579E+09,-1.53662336008E+01,-1.83877638261E+01,-1.02041662909E+02,-1.20903883929E+02
4.74068767908E+09,-6.52558209097E+00,-8.23603774002E+00,-1.24546124477E+02,-6.66276889513E+01
4.75071633238E+09,+2.33963034805E+01,+1.38361899776E+01,+8.36302348710E+01,+1.14800317648E+02
4.76074498567E+09,+2.04939323438E+00,-5.39531272395E+00,-4.17237169405E+00,-5.28421378580E+01
4.77077363897E+09,+3.00664313421E-01,-1.41318702618E+01,-1.42655826980E+02,-1.31038511971E+02
4.78080229226E+09,+8.09155781764E-01,+1.49442826005E+01,-1.43862474366E+02,-3.55632012100E+01
4.79083094556E+09,-2.85248871580E+00,-8.13129007185E+00,+2.01968063403E+01,+2.75192520625E+00
4.80085959885E+09,-1.09312583179E+01,-9.73923829491E+00,-6.96372677029E+01,-1.48191800297E+02
4.81088825215E+09,-1.09469517258E+01,-1.15855444063E+01,+1.08161630152E+02,-1.51378033896E+02
4.82091690544E+09,-2.71250145405E+00,+3.88986003172E+00,+5.67153403247E+01,+9.81368713023E+01
4.83094555874E+09,+1.18290280120E+01,+1.11869517814E+01,+1.43130340324E+02,+7.17437548929E+01
4.84097421203E+09,-5.54598602154E+00,-6.19738679416E+00,+5.02834961624E+01,+3.48769338575E+01
4.85100286533E+09,-1.61205641931E+01,-9.90078427818E+00,+1.81433750126E+01,+9.17961658109E+01
4.86103151862E+09,-5.53519906632E+00,-4.72162284169E+00,-6.62720994273E+01,-7.66477066273E+01
4.87106017192E+09,+9.58407500613E-01,-6.11327380629E+00,+7.23060876212E+01,+1.42962667983E+01
4.88108882521E+09,-1.41059885772E+01,-1.42031782945E+01,-9.38039863969E+00,+1.98319754488E+01
4.89111747851E+09,-3.26812051680E+00,-9.54150390973E+00,+8.50783997409E+01,+4.91650322545E+01
