! Planar, C4420, 00000001, 24.1.6/3
! Date: 26.09.2024 10:24:16
! Stimulus(Гц),    S12(дБ),           S12(дБ),           S12(°),            S12(°)
4.50000000000E+09,-9.98376866722E-01,+2.54039776634E+00,+1.73461943459E+02,-1.61636012894E+02
4.53868194842E+09,+3.45379891632E+00,+5.85776317910E+00,+4.51959705770E+01,+4.33923759805E+01
4.57736389685E+09,+1.80426770494E+00,-1.96151421371E+01,+9.38680184284E+01,+1.14821284825E+02
4.61604584527E+09,+3.18864480274E+00,+4.36274874457E+00,-1.10321295413E+02,+1.30139675835E+02
4.65472779370E+09,-1.17375476672E+01,-1.59610424483E+01,-9.12894805022E+01,+1.06252655251E+02
4.69340974212E+09,-3.54799811482E-01,+9.00106735363E+00,+1.57486826306E+02,+1.65301163174E+01
4.73209169054E+09,+3.73558389415E-01,+2.85862078014E-01,-1.61987241683E+02,+1.64277650988E+02
4.77077363897E+09,+8.83824666835E+00,+3.94685959331E+00,-2.35380011522E+01,-1.23726505673E+02
4.80945558739E+09,-2.81111270747E+00,-7.20588758145E+00,+9.36567289803E+01,-1.51715022815E+02
4.84813753582E+09,+6.48154316966E+00,+2.21109230713E+00,-1.44711187403E+02,-1.32284650582E+01
4.88681948424E+09,-5.81768598413E+00,-2.60300319381E+00,-1.35104031127E+02,+5.48005758651E+01
4.92550143266E+09,-5.05350977825E+00,+2.18255245865E+01,-1.78807064419E+02,-8.24180130118E+01
4.96418338109E+09,+2.24704229631E+00,+1.74567848317E+01,-1.66389321922E+02,-1.68962640835E+02
5.00286532951E+09,-2.93159456685E+00,-2.55114739889E+00,-3.34066538033E+01,-4.32578875030E+01
5.04154727794E+09,-1.54940246891E+01,-4.05347336859E+00,+1.01497288321E+02,+1.73153076429E+02
5.08022922636E+09,-5.82184223511E+00,-1.23601404447E+01,+8.56859824277E+01,-9.00163607917E+01
5.11891117479E+09,+1.56436775565E+00,+1.46094547010E+00,-3.11344044805E+01,+1.03073238894E+02
5.15759312321E+09,-1.43471886287E+01,-1.24369722359E+01,+3.54120531150E+01,-3.23341674884E+00
5.19627507163E+09,-1.04416847425E+01,-5.39865080738E+00,+1.60204615045E+02,+1.15329922729E+02
5.23495702006E+09,-4.14576620763E+00,+8.38225302531E-01,+1.41253215618E+02,+1.33789373590E+02
5.27363896848E+09,+1.64705157032E+00,+6.71528749021E-01,-1.73978256126E+02,-1.42704470214E+02
5.31232091691E+09,-1.00415449705E+01,-1.82865681305E+01,-1.53709344076E+02,-1.29489368628E+02
5.35100286533E+09,+6.45235201821E+00,-9.77217111028E-01,+4.45637718887E+01,-6.44955846772E+01
5.38968481375E+09,-9.89297836035E+00,-1.29145085856E+01,-7.54781991443E+01,-9.43404201641E+01
5.42836676218E+09,-8.04580905772E+00,-9.75626470677E+00,+1.21005410256E+01,+7.00189765517E+01
5.46704871060E+09,+1.10296963466E+01,+1.46958284369E+00,+3.31994212081E+01,+6.43695039847E+01
5.50573065903E+09,+5.83449587304E+00,-1.61021008528E+00,+2.46059263013E+01,-2.40638398626E+01
5.54441260745E+09,+9.78537740553E+00,-4.64715716969E+00,-2.31100332428E+01,-1.14927182337E+01
5.58309455587E+09,-2.81108889021E+00,+1.13240379285E+01,+1.05913950498E+01,+1.18890668206E+02
5.62177650430E+09,-2.23495539199E+00,-7.51375674803E+00,-1.07037590017E+02,-1.24482471151E+02
5.66045845272E+09,-7.60778460549E+00,-6.41576458253E+00,+1.70944060543E+02,+9.23895279490E+01
5.69914040115E+09,+3.55199669965E+00,+2.91340401917E+00,+7.55898325479E+00,+1.08019319207E+02
5.73782234957E+09,-2.99041250015E+00,+3.61194898563E+00,+6.56789245440E+00,+4.79894234319E+01
5.77650429799E+09,+1.22918958789E+01,+1.16498196484E+01,+1.42296945747E+02,+7.09103603162E+01
5.81518624642E+09,-1.02637761002E+01,-1.09151768728E+01,-1.56099427765E+01,-3.10165050814E+01
5.85386819484E+09,-2.13737704666E+00,+4.08240286830E+00,-4.07902272590E+01,+3.28625635393E+01
5.89255014327E+09,+2.65172819264E+00,+3.46530441727E+00,-1.02826837649E+02,-1.13202444849E+02
5.93123209169E+09,+8.27049380100E+00,+1.19881249410E+00,+5.10473060555E+01,-6.96251476749E+00
5.96991404011E+09,-2.74212350163E+00,-2.83931321899E+00,-8.72242413264E+00,+2.04899499559E+01
6.00859598854E+09,+2.74232697522E+00,-3.53105641771E+00,-1.10841673028E+01,-4.69975347892E+01
6.04727793696E+09,+1.37584245359E+01,+2.46743698978E+00,+3.07994213288E+01,+4.79604638277E+00
6.08595988539E+09,+9.62137619669E-01,-6.75040863269E-01,-2.05755192983E+01,-4.39696964721E+01
6.12464183381E+09,+4.46103115199E+00,+4.27054725483E+00,+4.08235423873E+01,+6.06701113189E+01
6.16332378223E+09,-2.45627356771E+00,-2.23468961269E+00,+4.18252564607E+01,+1.99890587198E+01
6.20200573066E+09,-3.01654611102E+00,-4.54778020700E+00,+3.93826370372E+01,-2.62900189871E+01
6.24068767908E+09,+1.58262650219E+00,-1.09203115474E+00,+1.59901442819E+01,+2.23555246236E+01
6.27936962751E+09,+1.81456190799E+00,+8.71033810539E-01,-1.56009213026E+01,-2.08609839854E+01
6.31805157593E+09,+1.39546927997E+00,+1.04210807637E+00,+4.32311079952E+01,+2.10422471931E+01
6.35673352436E+09,+1.64501447319E+00,+2.24086309872E+00,-6.59146408434E+00,-2.51111110385E+00
6.39541547278E+09,+1.94065559748E+00,+1.06327226699E+00,+1.05129842254E+01,+3.27828985023E+01
6.43409742120E+09,-1.34810502517E+00,-9.59950605177E-01,+2.24728938117E+01,+2.34403740731E+01
6.47277936963E+09,-1.32925920385E-01,+5.51434378373E-01,-2.33628105153E+01,-7.20659880647E+00
6.51146131805E+09,+3.92596314455E-01,+1.33929237310E-01,-2.32723139837E+00,+7.51933571196E+00
6.55014326648E+09,+5.17031857763E-01,+1.19228395193E+00,-3.83688041265E+01,-1.58042802694E+01
6.58882521490E+09,+1.01812061602E+00,+1.22599653246E+00,-1.55356849903E+01,-1.54735582239E+01
6.62750716332E+09,-1.00068488896E+00,-5.26527630537E-01,+2.23066595095E+01,+6.27357648902E+00
6.66618911175E+09,+1.89496128061E-01,-5.29749564554E-01,-3.78740142504E+00,-2.32121540629E+00
6.70487106017E+09,-3.32921549937E-01,-3.18147468760E-01,-4.59881645973E+00,-3.69399400657E+00
6.74355300860E+09,+1.23144580873E+00,+1.06718255791E+00,-1.13995045249E+01,-1.24520169369E+01
6.78223495702E+09,-6.80979874545E-02,-1.34632481850E+00,-2.06309238774E+00,+4.43648762289E+00
6.82091690544E+09,+6.85061222709E-01,+3.19856273958E-01,+3.10740017576E-01,-4.15855494127E+00
6.85959885387E+09,+7.66318121989E-01,+2.33320688192E-01,-3.93462908194E+00,-1.36165416065E+00
6.89828080229E+09,-3.20347477208E-03,+3.18238138887E-01,+8.29542561098E-03,-1.92935759139E+00
6.93696275072E+09,-7.55716115742E-02,-3.25849627703E-01,+1.23778743635E+00,+5.31245173565E+00
6.97564469914E+09,+7.91985505349E-01,-2.54988783519E-01,-9.05336126752E-01,+5.22884150687E+00
7.01432664756E+09,+4.05694388153E-01,+3.55326950899E-01,-4.90470598606E+00,-2.89737003286E+00
7.05300859599E+09,+8.72063729357E-01,-1.41069429989E-01,-6.29929978770E+00,+2.31380388066E+00
7.09169054441E+09,+2.54137514318E-01,+1.79375442690E-01,-5.44448996287E+00,-1.86457502956E+00
7.13037249284E+09,+4.99086761440E-01,+5.35111652405E-02,-3.51193800643E+00,-3.55871742200E-01
7.16905444126E+09,+2.17389807567E-02,-9.16880158519E-03,-3.46433253806E+00,+1.03086969874E+00
7.20773638968E+09,+3.83864037994E-01,-1.36088555804E-02,-6.22401576737E+00,-1.08774193452E+00
7.24641833811E+09,+4.74820314861E-02,-1.56145954711E-02,-4.96600840062E+00,+6.64636238029E-01
7.28510028653E+09,+3.70485776855E-01,+3.51068181041E-02,-5.94969021039E+00,+3.25489217935E-01
7.32378223496E+09,-2.89246797569E-01,+2.31616990862E-02,-4.52399864088E+00,+1.88325184859E-02
7.36246418338E+09,-1.74131742998E-02,+1.15879805475E-01,-4.77997942425E+00,-2.08710630403E-02
7.40114613181E+09,-2.07774837230E-01,-1.32925200709E-01,-5.00358804165E+00,-1.42096377341E-01
7.43982808023E+09,-2.44487572384E-01,+3.00754082271E-02,-5.14810861118E+00,-4.27145668288E-01
7.47851002865E+09,-3.68516193601E-01,-1.26932388362E-01,-4.26104645476E+00,+8.98581360166E-03
7.51719197708E+09,-4.39708237340E-01,+6.81861662885E-05,-4.14142667158E+00,+1.11455117637E-01
7.55587392550E+09,-5.38885355409E-01,+7.99296420164E-02,-3.59178738807E+00,-3.39634809004E-01
7.59455587393E+09,-6.07889434715E-01,-3.04579033208E-02,-3.13524318039E+00,-1.02973169821E-01
7.63323782235E+09,-6.35556200334E-01,-1.54546108204E-02,-2.51676250880E+00,-4.77004107936E-02
7.67191977077E+09,-6.70214353935E-01,+2.08671086717E-03,-1.73735464357E+00,+7.36734693774E-02
7.71060171920E+09,-7.24401911367E-01,+3.06709676212E-04,-1.03086512442E+00,-1.48259259858E-02
7.74928366762E+09,-7.29608460111E-01,+1.16234228832E-02,-2.20165283641E-01,-4.49915986987E-03
7.78796561605E+09,-7.20359792639E-01,-3.32193250037E-03,+7.25976006786E-01,-1.21699294457E-02
7.82664756447E+09,-6.75819648371E-01,-7.02571822809E-03,+1.68863635039E+00,-4.97485565984E-02
7.86532951289E+09,-5.99767671602E-01,-8.43170180211E-05,+2.65596397615E+00,+1.10094348596E-02
7.90401146132E+09,-4.60975837391E-01,+2.53889738539E-03,+3.56579103306E+00,+4.95530323860E-03
7.94269340974E+09,-2.68389615009E-01,-5.02420746062E-04,+4.23140222113E+00,+3.95735110259E-03
7.98137535817E+09,-3.15502738180E-03,-3.24588278830E-04,+4.34664329795E+00,-3.00251582438E-03
