! Planar, C4420, 00000001, 24.1.6/3
! Date: 26.09.2024 10:28:10
! Stimulus(Гц),    S21(дБ),           S21(дБ),           S21(°),            S21(°)
4.50000000000E+09,+7.71848826196E+00,+1.12572628950E+01,-3.34764568903E+00,+2.15543979575E+01
4.51002865330E+09,+8.62863860160E+00,+1.10326028644E+01,+1.63421106509E+01,+1.45385160545E+01
4.52005730659E+09,-3.27888677699E+00,-2.46982966190E+01,-4.85064843180E+01,-2.75532179213E+01
4.53008595989E+09,+2.39647727974E+00,+3.57058122157E+00,-1.40504723281E+02,+9.99562479669E+01
4.54011461318E+09,+4.77239071421E+00,+5.48895933078E-01,-4.52163564365E+01,+1.52325779316E+02
4.55014326648E+09,+5.10263441979E+00,+1.44585015849E+01,+1.51620042272E+02,+1.06633322832E+01
4.56017191977E+09,-5.48475862322E+00,-5.57245493462E+00,+1.09481544253E+02,+7.57464369238E+01
4.57020057307E+09,+7.99812349757E+00,+3.10673642253E+00,-1.39635332369E+01,-1.14152037758E+02
4.58022922636E+09,-6.68236223518E+00,-1.10771371092E+01,+6.07227428673E+01,+1.75350991072E+02
4.59025787966E+09,-7.96567296198E-01,-5.06701815873E+00,+3.01549417188E+01,+1.61637664064E+02
4.60028653295E+09,-9.97533434132E+00,-6.76065155100E+00,-2.30717740084E+01,+1.66832832984E+02
4.61031518625E+09,-1.87067608025E+01,+8.17227356229E+00,+8.08296363096E+01,+1.77218687716E+02
4.62034383954E+09,-2.65948355955E+00,+1.25502589759E+01,-1.43846426756E+02,-1.46419745670E+02
4.63037249284E+09,-2.59543058360E+00,-2.21498341565E+00,-1.23473624048E+02,-1.33324857748E+02
4.64040114613E+09,-4.83410180133E+00,+6.60644951921E+00,-3.79627706534E+01,+3.36930174546E+01
4.65042979943E+09,-1.72125289868E+00,-8.25955110824E+00,+1.55532883311E+02,-2.01694599083E+01
4.66045845272E+09,+1.73688673502E+00,+1.63346444946E+00,+3.17182123838E+00,+1.37379464613E+02
4.67048710602E+09,+6.00664009125E+00,+7.91685648402E+00,-1.67458556104E+02,+1.53895974032E+02
4.68051575931E+09,-3.77745455918E+00,+1.26557937599E+00,+1.77860754284E+02,+1.32986061968E+02
4.69054441261E+09,-1.62123259354E+00,+3.36275891662E+00,+1.56532247202E+02,+1.49068405173E+02
4.70057306590E+09,+2.01282986048E+00,+1.03730703918E+00,-6.42728275335E+00,+2.48465031580E+01
4.71060171920E+09,-1.69954959596E+00,-9.94457275599E+00,-1.17057936260E+02,-9.28379608122E+01
4.72063037249E+09,+1.86630811780E+00,-5.56326101144E+00,+8.33255818400E+01,-2.57337747259E+01
4.73065902579E+09,-8.52662072223E+00,-1.15481509475E+01,+1.56772412813E+02,+1.37910191793E+02
4.74068767908E+09,-9.89962372367E+00,-1.16100793727E+01,-1.68074873427E+01,+4.11109481834E+01
4.75071633238E+09,+2.06941927776E+01,+1.11340792747E+01,+7.45990762401E+01,+1.05769159017E+02
4.76074498567E+09,-9.54329621659E-01,-8.39903557999E+00,+9.42210682505E+01,+4.55513020865E+01
4.77077363897E+09,+9.33390145077E+00,-5.09863312445E+00,+1.56361631968E+02,+1.67978946977E+02
4.78080229226E+09,-1.64948617127E+01,-2.35973489403E+00,-1.29381941306E+02,-2.10826681496E+01
4.79083094556E+09,+5.70143347266E-01,-4.70865800878E+00,+8.39750942671E+00,-9.04737170739E+00
4.80085959885E+09,-7.04328905271E+00,-5.85126902975E+00,-1.30659193054E+02,+1.50786274352E+02
4.81088825215E+09,+3.89159982724E+00,+3.25300714677E+00,+1.68726894789E+02,-9.08127692589E+01
4.82091690544E+09,-7.98608294377E+00,-1.38372145800E+00,+3.68313092633E+01,+7.82528402408E+01
4.83094555874E+09,+1.19554235213E+01,+1.13133472907E+01,+1.43655745373E+02,+7.22691599420E+01
4.84097421203E+09,-6.43881379430E+00,-7.09021456693E+00,-9.65880553354E+01,-1.11994617640E+02
4.85100286533E+09,-5.34428505931E+00,+8.75494855654E-01,+2.08485490558E+01,+9.45013398541E+01
4.86103151862E+09,-1.03352109693E+01,-9.52163474467E+00,+4.35028646610E+01,+3.31272574609E+01
4.87106017192E+09,+7.93258984705E-01,-6.27842232220E+00,+4.71046020755E+01,-1.09052187475E+01
4.88108882521E+09,-1.95750896061E+00,-2.05469867796E+00,-1.43902860135E+02,-1.14690486047E+02
