! Planar, C4420, 00000001, 24.1.6/3
! Date: 26.09.2024 10:21:31
! Stimulus(Гц),    S21(дБ),           S12(дБ),           S21(°),            S12(°)
4.50000000000E+09,-1.73785521690E+01,+1.17074233351E+01,-1.08569679705E+02,+4.43380628292E+01
4.53868194842E+09,-3.50148713459E-01,+3.79252218992E+00,-1.75414892933E+01,+8.71323884573E-01
4.57736389685E+09,+2.06320933624E+01,-1.70846322080E+01,+1.28567479261E+01,+1.70668435104E+02
4.61604584527E+09,-8.96815128079E-01,-2.44327792784E+00,+6.45948400184E+01,-6.20107351097E+00
4.65472779370E+09,-4.04464260259E+00,-1.72623710897E+00,+1.71395490141E+02,+1.10802062657E+01
4.69340974212E+09,-7.98257253582E-01,+1.33056504500E+01,-2.20210075148E+01,+3.36278412391E+01
4.73209169054E+09,-1.41689399640E+00,+3.01443288299E+00,+3.55171723863E+01,-1.74975834316E+02
4.77077363897E+09,+1.61493592437E+01,+1.27338874645E+01,-2.43620313918E+01,-1.54582015705E+02
4.80945558739E+09,-1.42851860910E+00,-3.45082491005E+00,+9.89892772066E+01,-1.53980296807E+01
4.84813753582E+09,+9.69348985836E-01,-9.50747521443E+00,+3.33983763934E+01,+2.48619444506E+01
4.88681948424E+09,-1.14892459221E+01,+3.02210683837E+00,-1.32954638317E+02,+1.16957148796E+01
4.92550143266E+09,-2.06832852553E+01,+1.75097968852E+01,+2.64926539234E+01,+1.31798012662E+02
4.96418338109E+09,+4.45655068944E+00,+1.59357593387E+01,+1.77257778716E+02,-1.56242735814E+02
5.00286532951E+09,-6.10528545414E+00,-1.84505059506E+01,+5.39346908651E+01,-3.12651391937E+01
5.04154727794E+09,+1.08575068207E-01,+1.46398979646E+01,-4.28707898446E+00,+9.93334833011E+01
5.08022922636E+09,+2.37265750149E+00,-6.35578568003E+00,+2.13030216087E+00,-1.08978024754E+01
5.11891117479E+09,-2.08278772276E+01,-9.91027002934E-01,-1.04630932794E+02,+1.18400704036E+02
5.15759312321E+09,-4.71435503284E+00,+2.54773968669E-01,-1.30172821542E+02,-4.80040391274E+01
