! Planar, C4420, 00000001, 24.1.6/3
! Date: 26.09.2024 10:24:53
! Stimulus(Гц),    S12(дБ),           S12(дБ),           S12(°),            S12(°)
4.50000000000E+09,+3.69592682371E+00,+7.23470145678E+00,+2.35581465601E+01,+4.84601902066E+01
4.53868194842E+09,+5.14650899557E+00,+7.55047325835E+00,-1.56580673609E+02,-1.58384268205E+02
4.57736389685E+09,+1.60329702966E+01,-5.38643954541E+00,-1.48430443627E+02,-1.27477177231E+02
4.61604584527E+09,+6.80568969302E+00,+7.97979363485E+00,+6.05617466022E+01,-5.89772821496E+01
4.65472779370E+09,-7.05793860737E+00,-1.12814333885E+01,-1.37832209440E+02,+5.97099263133E+01
4.69340974212E+09,+6.40734332509E+00,+1.57632104902E+01,-1.34668415861E+01,-1.54423551575E+02
4.73209169054E+09,-7.35628789488E-01,-8.23325100889E-01,+4.68163683850E+01,+1.30812610558E+01
4.77077363897E+09,+9.44071419510E+00,+4.54932712005E+00,+1.31578729005E+01,-8.70306316204E+01
4.80945558739E+09,+2.90497327588E+00,-1.48980159811E+00,+5.31568498672E+01,+1.67785098072E+02
4.84813753582E+09,+2.29606669756E-01,-4.04084419277E+00,+1.12216551570E+01,+1.42704377502E+02
4.88681948424E+09,-3.79966695587E+00,-5.84984165553E-01,+1.71034222975E+02,+9.38829966879E-01
4.92550143266E+09,-1.70799784203E+01,+9.79905594445E+00,-6.47036026573E+01,+3.16854487494E+01
4.96418338109E+09,-5.24078291209E+00,+9.96895962334E+00,+1.62096795496E+02,+1.59523476583E+02
5.00286532951E+09,-1.66263712566E+00,-1.28218995771E+00,+1.51907605758E+02,+1.42056372058E+02
5.04154727794E+09,-3.43610130260E+00,+8.00445001795E+00,+4.63994466673E+01,+1.18055234775E+02
5.08022922636E+09,-4.96215777820E+00,-1.15004559878E+01,-7.39713278376E+01,+1.10326328943E+02
5.11891117479E+09,+3.39628373178E+00,+3.29286144623E+00,+2.80370604533E+01,+1.62244703828E+02
5.15759312321E+09,+6.75111654508E+00,+8.66133293785E+00,+9.62801287233E-01,-3.76826685766E+01
5.19627507163E+09,-5.03509840466E+00,+7.93553050976E-03,+4.05438410114E+01,-4.33085130422E+00
5.23495702006E+09,+2.52633094002E+00,+7.51032245017E+00,+2.06783315588E+00,-5.39600887217E+00
5.27363896848E+09,+1.23444962623E+01,+1.13689734410E+01,-8.22647052100E+01,-5.09909192986E+01
5.31232091691E+09,-8.16502365596E+00,-1.64100468160E+01,-6.61082432433E+01,-4.18882677956E+01
5.35100286533E+09,+7.50299398056E+00,+7.34248513239E-02,-1.23011983410E+01,-1.21360554907E+02
5.38968481375E+09,-1.12514273173E+01,-1.42729575426E+01,+8.74885197531E+01,+6.86262987333E+01
5.42836676218E+09,+9.87849059354E-01,-7.22606589697E-01,-5.24593442807E+01,+5.45909124544E+00
5.46704871060E+09,+1.60849805112E+01,+6.52486700826E+00,-8.88614482053E+01,-5.76913654287E+01
5.50573065903E+09,+6.45444575381E+00,-9.90260204519E-01,-1.15910723036E+02,-1.64580489200E+02
5.54441260745E+09,+5.72139934598E+00,-8.71113522924E+00,-2.63823849267E+01,-1.47650699176E+01
5.58309455587E+09,-2.56722745029E+00,+1.15678993684E+01,+4.52518768260E+00,+1.12824460839E+02
5.62177650430E+09,+7.98935269415E+00,+2.71055133810E+00,+3.76821779217E+01,+2.02372967876E+01
5.66045845272E+09,-5.16783870999E+00,-3.97581868703E+00,+2.23103959824E+01,-5.62441366114E+01
5.69914040115E+09,+2.93355506753E+00,+2.29496238705E+00,-1.09000086600E+02,-8.53975064824E+00
5.73782234957E+09,-2.46116712384E+00,+4.14119436193E+00,+9.91994564122E+00,+5.13414766188E+01
5.77650429799E+09,-1.26334586448E+00,-1.90542209504E+00,+1.61060117482E+02,+8.96735320512E+01
5.81518624642E+09,-2.95195388045E-01,-9.46596160671E-01,+1.60182447485E+00,-1.38047378300E+01
5.85386819484E+09,+2.82149928437E-01,+6.50192984340E+00,+2.08947611222E+01,+9.45475519205E+01
5.89255014327E+09,-9.61674750673E+00,-8.80317128210E+00,+5.57621862697E+01,+4.53865790697E+01
5.93123209169E+09,-4.23723275299E-01,-7.49540458220E+00,-4.09524343171E+01,-9.89622551400E+01
5.96991404011E+09,-3.23836192258E+00,-3.33555163994E+00,-6.92293346579E+01,-4.00169605694E+01
6.00859598854E+09,+4.32551604780E+00,-1.94786734513E+00,+1.14663442988E+01,-2.44470231875E+01
6.04727793696E+09,+6.29183938567E+00,-4.99914816044E+00,-7.33298357335E+00,-3.33363585194E+01
6.08595988539E+09,-1.33747305242E-01,-1.77092578818E+00,-4.76990088282E+01,-7.10931860019E+01
6.12464183381E+09,+2.73141745450E+00,+2.54093355734E+00,+1.19079735294E+01,+3.17545424609E+01
6.16332378223E+09,+2.50765510106E+00,+2.72923905609E+00,+3.80976379933E+01,+1.62614402523E+01
6.20200573066E+09,+1.78299288887E+00,+2.51758792897E-01,+6.21336493100E+01,-3.53900671432E+00
6.24068767908E+09,-3.03627890424E-01,-2.97828554735E+00,+7.19055307156E-01,+7.08443564886E+00
