! Planar, C4420, 00000001, 24.1.6/3
! Date: 26.09.2024 10:18:15
! Stimulus(Гц),    S21(дБ),           S21(дБ),           S21(°),            S21(°)
4.50000000000E+09,+2.54678511643E+00,+1.38408261069E+01,-2.00322998040E+01,-4.42407032719E+01
4.53868194842E+09,+9.82835464199E-01,-7.39016720361E-01,+3.24168367841E+00,-1.60560501870E+02
4.57736389685E+09,+2.73555966348E+00,+1.80966357797E+01,-6.86068244815E+00,-4.34655205318E+01
4.61604584527E+09,-2.36283348415E+00,-1.29349192107E+01,-1.43763283476E+01,-7.70436878341E+01
4.65472779370E+09,+5.89710811484E+00,+5.39727643509E+00,+1.25084670063E+00,+2.36700704443E-01
4.69340974212E+09,+1.97189659213E+00,-2.78245939242E+00,-5.17482431135E+01,-4.04749388051E+01
4.73209169054E+09,+1.16646121710E+01,+8.70133963512E+00,-1.60163659737E+02,+1.45964460668E+02
4.77077363897E+09,-7.98466417905E-01,+9.77346936017E+00,+3.31203302247E+01,-1.42706447062E+02
4.80945558739E+09,-1.50226635011E+01,+1.81233953658E+00,-4.20486254998E+01,+9.35543645021E+00
4.84813753582E+09,+8.70809635521E+00,+8.21971273276E+00,-1.67129652826E+02,+9.89199725100E+01
4.88681948424E+09,-1.02527537483E+01,+1.54404969712E+01,-1.52894589860E+02,+7.66179361293E+01
4.92550143266E+09,+2.61647694479E+01,+1.58898763762E+01,+2.28213121833E+01,-7.71302776221E+00
4.96418338109E+09,-2.88144994445E+00,+8.09753250266E-01,-3.60057221691E+01,-1.30295879620E+02
5.00286532951E+09,+3.01473110762E+00,+6.39865031016E+00,-2.50739163697E+01,+3.32303023646E+01
5.04154727794E+09,+1.26662408103E+01,+1.84530846914E+00,+1.03188645456E+02,-1.61106720781E+02
5.08022922636E+09,-4.43818122718E+00,-1.22106214650E+01,-1.42195882941E+02,-1.29577422835E+02
5.11891117479E+09,+1.28517208845E+01,-1.05369842519E+00,+2.74187554109E+01,-9.50457375604E+01
5.15759312321E+09,-1.10784847904E+01,-3.54551690727E+00,-8.96946707480E+01,+8.07028620109E+01
5.19627507163E+09,-1.31644720054E+00,-1.41195823628E+00,+6.43345759207E+00,+1.77948539255E+02
5.23495702006E+09,+8.18826690755E+00,-3.02631270543E+00,-1.74722536139E+02,-7.77597244691E+01
5.27363896848E+09,-2.48516334234E+00,-5.12534634776E+00,-1.12652545857E+02,-1.36021515868E+02
5.31232091691E+09,-1.16441162017E+01,-1.72256812113E+01,-1.70954427330E+00,-1.91712896988E+01
5.35100286533E+09,-6.00542698138E+00,-1.77337000418E+00,+6.95681134569E+01,+8.63103072947E+01
5.38968481375E+09,+7.61264818170E+00,-3.71542884993E+00,-2.76543449803E+01,-1.60933157472E+01
5.42836676218E+09,+3.07898660260E+00,+1.88043054655E+01,+1.64128732811E+01,+1.28212969488E+02
5.46704871060E+09,-1.14213593031E+00,-2.55385357921E+00,-8.10444359754E+01,-9.42660048253E+01
