! Planar, C4420, 00000001, 24.1.6/3
! Date: 26.09.2024 10:21:26
! Stimulus(Гц),    S21(дБ),           S12(дБ),           S21(°),            S12(°)
4.50000000000E+09,-1.46417346146E+00,+4.56579698556E+00,+1.41008383903E+02,+5.57559377540E+01
4.53868194842E+09,+8.60637397105E+00,+1.01366386674E+01,+2.24282731677E+01,-1.37443700992E+02
4.57736389685E+09,+1.44617259564E+01,-9.34511490587E+00,+1.59119953649E+02,+1.81055083831E+01
4.61604584527E+09,+7.23539937585E+00,+3.76076801246E+00,+7.44563012577E+01,-6.43784832900E+01
4.65472779370E+09,-4.05504178049E+00,-5.12638315571E+00,-1.31264310966E+02,-1.02974697625E+01
4.69340974212E+09,-1.30273842316E+00,+2.19005859835E+01,-6.24495817960E+01,+2.43867286267E+01
4.73209169054E+09,-8.72086700037E+00,+3.04805878580E+00,+1.31782783568E+02,-1.55936362078E+01
4.77077363897E+09,+1.48515620186E+01,+6.48493290510E+00,+4.16215755567E+00,+1.05693683296E+02
4.80945558739E+09,+5.33192767935E+00,-1.15037397844E-01,-1.27549879536E+02,-1.70939603654E+01
4.84813753582E+09,-1.82497498635E+01,-1.98549429241E+01,-1.94926373905E+01,+9.13550881607E+01
4.88681948424E+09,-1.09455378449E+01,+2.34121972045E+00,-6.27428672843E+01,-1.60236366018E+00
4.92550143266E+09,+6.59958194382E-01,+1.14231540595E+01,-1.29972312383E+01,-5.99045328319E+01
4.96418338109E+09,-9.53112786990E+00,+7.59109677977E+00,+7.36475285685E+01,-1.43014239004E+02
5.00286532951E+09,-7.77308123687E+00,-1.93977624589E+00,+1.54227830081E+01,-9.81991972977E+01
5.04154727794E+09,-6.95255811787E+00,+1.46249587465E+01,-9.85701162546E+00,+1.06548467184E+02
5.08022922636E+09,-9.62247428866E+00,-4.00508550918E+00,+1.36926404860E+02,-9.20439457550E+00
5.11891117479E+09,-5.72346519758E+00,-2.83921324265E+00,-7.88133164997E+00,-8.35844941044E+01
5.15759312321E+09,+8.06654892610E-01,+2.31720956320E+00,+2.27734952969E+01,-3.29239141181E+01
5.19627507163E+09,-9.47020127906E+00,+1.47895833983E+01,+5.73919882847E-01,-4.84135710696E+01
5.23495702006E+09,-8.67070099580E+00,-1.27309085729E+00,-1.68674682296E+02,+9.31987435971E+00
5.27363896848E+09,+5.75183382673E+00,-1.02334194518E+00,-7.79944730534E+01,-6.37439310291E+01
5.31232091691E+09,-4.50193014107E+00,-9.08574238078E+00,+1.39834709725E+02,-8.76062953591E+01
5.35100286533E+09,+1.40690206660E+01,-6.82544315920E+00,+1.02485816299E+02,-3.14652132768E+01
5.38968481375E+09,+6.25753518684E+00,-4.00584550453E+00,+3.72545320451E+01,-2.26695442271E+00
5.42836676218E+09,-2.39336439786E+01,-3.27976936703E+00,-5.68026355062E+01,+2.40266247175E+01
5.46704871060E+09,+1.99859658628E+01,+6.76170439615E+00,+5.39029149219E+01,-2.14818812778E+01
5.50573065903E+09,+3.26067263509E+00,-1.45031984305E+01,-1.27944525374E+01,+4.19710553575E+01
5.54441260745E+09,+1.96774533633E+00,-6.96158561009E+00,-1.32380686387E+02,-7.71949757389E+01
5.58309455587E+09,-6.36776611851E+00,+9.82488645217E+00,-2.83898011327E+01,+8.40937295459E+01
5.62177650430E+09,-5.39507511508E+00,-7.36529632333E+00,-2.11511203074E+01,-1.05682492295E+02
5.66045845272E+09,-2.53979875238E+00,-5.00353071677E+00,+2.65925522610E+01,-4.02615341313E+01
5.69914040115E+09,+8.76606446210E+00,-1.26348278877E+00,+1.28472911882E+01,+6.83948204469E+01
5.73782234957E+09,-8.32802396415E+00,+5.78683278141E+00,-3.42015796243E+01,+5.62182089171E+01
5.77650429799E+09,+4.05511813297E+00,+1.08703406500E+01,+6.02723414558E+01,+5.70190162449E+01
5.81518624642E+09,-2.27883063529E+00,-1.25427056044E+01,-2.32738969530E+01,-1.97709418358E+01
5.85386819484E+09,-8.74950781691E+00,+3.17135688061E+00,-4.88757603623E+01,+6.84935675082E+01
5.89255014327E+09,-5.55180303200E+00,+1.82698571117E+00,-5.80095579439E-01,+2.13399979484E+01
