! Planar, C4420, 00000001, 24.1.6/3
! Date: 26.09.2024 10:28:26
! Stimulus(Гц),    S21(дБ),           S12(дБ),           S21(°),            S12(°)
4.50000000000E+09,+1.43329845220E+01,-7.69776143222E+00,-6.41600903447E+01,+1.05008207714E+02
4.53868194842E+09,-8.27264849482E+00,-5.78868037878E+00,-5.67598753612E+01,+1.45158306205E+02
4.57736389685E+09,-3.73609794407E+00,+6.67356214460E-01,-5.53118334243E+00,-1.74211839456E+02
4.61604584527E+09,+3.97094906888E+00,-1.04057905234E+01,+1.17428011595E+02,-1.43373546818E+02
4.65472779370E+09,-3.37549034176E+01,-5.65703476904E-01,-1.26428818856E+02,+1.44800939856E+01
4.69340974212E+09,-6.03021263423E+00,-2.04030027829E+01,+3.53523992444E+01,+8.30237931859E+01
4.73209169054E+09,-9.96920979241E+00,-1.62612353700E+01,-6.30802946829E+01,+3.04279993397E+01
4.77077363897E+09,-6.93239079643E+00,-1.47328421468E+01,-4.12387590398E+01,+2.19421713722E+01
4.80945558739E+09,-7.69374264208E+00,-9.41043554377E+00,+7.18647814093E+01,-4.92895705714E+01
4.84813753582E+09,-3.44148990738E+00,-1.21579202539E+01,+1.47522534866E+02,-6.44381372095E+01
4.88681948424E+09,-7.74453220494E+00,-1.57473050657E+00,+1.63933523354E+02,-1.57504625467E+02
4.92550143266E+09,-1.54548465791E+01,+1.59024011220E+01,-1.20723616201E+02,+3.86349135443E+01
4.96418338109E+09,-9.61865940491E-01,-1.91273205390E+00,-6.43146984999E+01,-1.47817612924E+02
5.00286532951E+09,-1.64435240257E+01,-1.21508368785E+01,+8.03440072316E+01,-2.68132006891E+01
5.04154727794E+09,-1.00467881513E+01,+2.44172732182E+01,+2.15460376865E+01,-9.33204703942E+01
5.08022922636E+09,-2.17582156644E+01,+2.03831122587E-01,+1.08165022677E+02,-8.21654365876E+00
5.11891117479E+09,-1.81905512796E+01,-9.74548220542E+00,-9.63102837222E+01,-1.65605457133E+02
5.15759312321E+09,-1.95215800898E+01,+2.68745965867E+00,+5.18309739209E+01,+1.72548589022E+02
5.19627507163E+09,+4.66532028385E+00,-2.79013912502E+00,+1.03458625109E+02,-8.65816538034E+01
5.23495702006E+09,-2.02314982289E+01,+2.41784093517E+01,-1.27380403789E+02,+1.89448680714E+01
5.27363896848E+09,-2.49617352362E+01,-1.35920321156E+00,+1.26497443082E+02,-4.26305584888E+01
5.31232091691E+09,+1.24399140162E+00,-2.73969794400E+00,-1.08738499630E+02,+6.47710408906E+01
5.35100286533E+09,-2.17474756538E+00,-7.90274917846E+00,+5.47335826381E-01,-1.18149400089E+01
5.38968481375E+09,-1.07677336336E+01,+3.94386583924E+00,-1.71283304553E+01,-1.04391025977E+02
5.42836676218E+09,-8.16370656274E+00,-5.49593422794E+00,-9.41368690299E+00,-2.84765821946E+01
5.46704871060E+09,-9.42008244858E+00,-1.19498191703E+01,+1.90155587191E+01,+5.00523013477E+01
5.50573065903E+09,+1.62787313683E+00,+7.29916238879E+00,+1.32283757851E+02,+2.13527857993E+01
5.54441260745E+09,+4.57597874122E+00,+4.16409511298E+00,+1.51829930368E+02,-5.57564036015E+01
5.58309455587E+09,-5.03035783394E-01,-3.70202211711E+00,+1.33051658955E+02,+6.61264528256E+01
5.62177650430E+09,-1.03991776820E+01,+1.54401317800E+00,-7.75479983679E+01,+1.65026812191E+02
5.66045845272E+09,+3.21616022133E+00,+1.41604207800E-01,+8.79187946501E+01,+4.67735781340E+01
