! Planar, C4420, 00000001, 24.1.6/3
! Date: 26.09.2024 10:27:19
! Stimulus(Гц),    S21(дБ),           S21(дБ),           S21(°),            S21(°)
4.50000000000E+09,-6.55810909951E+00,-3.01933446644E+00,-9.45317358248E+01,-6.96296921783E+01
4.51002865330E+09,+1.47236524507E-01,+2.55120078729E+00,+6.09546043001E+01,+5.91510097037E+01
4.52005730659E+09,+2.22941536095E+01,+8.74743767482E-01,-2.61764591091E+00,+1.83356204858E+01
4.53008595989E+09,-2.05290182439E-01,+9.68813759393E-01,+3.61756577579E+01,-8.33633709940E+01
4.54011461318E+09,+2.06135990540E+00,-2.16213487573E+00,-6.94984539465E+00,-1.69407709642E+02
4.55014326648E+09,+8.56887094758E+00,+1.79247381127E+01,+1.58040559994E+02,+1.70838500050E+01
4.56017191977E+09,-1.28472711524E+01,-1.29349674638E+01,-3.58172550205E+01,-6.95523623496E+01
4.57020057307E+09,+2.12758357582E+01,+1.63844486832E+01,+1.41168314359E+02,+4.09798098378E+01
4.58022922636E+09,+2.86804767384E+00,-1.52672720014E+00,+2.65220100521E+01,+1.41150258257E+02
4.59025787966E+09,+1.13166496984E+00,-3.13878589269E+00,+5.88671406882E+01,-1.69650136967E+02
4.60028653295E+09,-1.48975773119E+01,-1.16828945215E+01,+1.09186642803E+02,-6.09087502044E+01
4.61031518625E+09,-6.97173986695E+00,+1.99072944978E+01,-1.14697867116E+02,-1.83088157090E+01
4.62034383954E+09,-3.11506967683E+00,+1.20946728586E+01,-1.71390198757E+02,-1.73963517670E+02
4.63037249284E+09,-2.59123259886E+00,-2.21078543090E+00,-1.29257580108E+02,-1.39108813808E+02
4.64040114613E+09,-9.77481847432E+00,+1.66573284622E+00,+2.79658863682E+01,+9.96216744762E+01
4.65042979943E+09,+5.18639607392E+00,-1.35190213564E+00,+1.59601619720E+02,-1.61007234997E+01
4.66045845272E+09,-3.49742290625E+00,-3.60084519181E+00,+1.73232518376E+02,-5.25598382488E+01
4.67048710602E+09,-1.13333827394E+01,-9.42316634667E+00,+4.34557230060E+01,+4.81025314213E+00
4.68051575931E+09,+5.58055745370E+00,+1.06235913889E+01,-1.75572784488E+02,+1.39552523197E+02
4.69054441261E+09,-1.37719043861E+01,-8.78791287594E+00,+1.08426238936E+02,+1.00962396908E+02
4.70057306590E+09,+4.80933166297E+00,+3.83380884167E+00,-6.43184748504E+01,-3.30446889390E+01
4.71060171920E+09,-2.14506214926E+00,-1.03900853093E+01,-1.77896000501E+02,-1.53676025053E+02
4.72063037249E+09,+7.08369314658E+00,-3.45875982655E-01,-6.41514966782E+01,-1.73210853244E+02
4.73065902579E+09,+2.32503540315E+00,-6.96494822113E-01,+5.30527205683E+01,+3.41904995485E+01
4.74068767908E+09,+7.54237996840E-01,-9.56217652211E-01,-2.41202041061E+01,+3.37982314201E+01
4.75071633238E+09,+1.28556500571E+01,+3.29553655415E+00,+1.62638743852E+02,-1.66191173372E+02
4.76074498567E+09,+7.02210040737E-01,-6.74249591759E+00,-1.17297070644E+00,-4.98427368704E+01
4.77077363897E+09,+1.71786092490E+01,+2.74607467374E+00,-1.56622793364E+01,-4.04496432727E+00
4.78080229226E+09,-1.29078414049E+01,+1.22728541378E+00,-1.25713857023E+02,-1.74145838670E+01
4.79083094556E+09,-1.23503632862E+01,-1.76291646422E+01,-8.24823169204E+01,-9.99271980545E+01
4.80085959885E+09,-2.64559857905E+01,-2.52639657675E+01,+1.36289731890E+02,+5.77351992963E+01
4.81088825215E+09,-1.66780419605E+00,-2.30639687652E+00,-1.64682072790E+02,-6.42217368376E+01
4.82091690544E+09,-1.51522542160E+01,-8.54989273024E+00,+9.34366234832E+01,+1.34858154461E+02
4.83094555874E+09,-3.63570101115E+00,-4.27777724172E+00,+1.31088173115E+02,+5.97015876833E+01
4.84097421203E+09,-4.31175932930E+00,-4.96316010192E+00,+4.43692309528E+01,+2.89626686479E+01
4.85100286533E+09,-1.51832173945E+01,-8.96343747954E+00,+1.59511100359E+02,-1.26836108843E+02
4.86103151862E+09,-1.18391582649E+01,-1.10255820403E+01,-3.44355205719E+01,-4.48111277720E+01
4.87106017192E+09,-1.39643439171E+01,-2.10360252240E+01,-1.24024511061E+01,-7.04122719291E+01
4.88108882521E+09,-1.30105841275E+01,-1.31077738448E+01,-7.91555226599E+01,-4.99431485714E+01
4.89111747851E+09,+1.70025933860E+00,-4.57312405433E+00,-9.72375647162E+01,-1.33150932203E+02
4.90114613181E+09,-2.40412537399E-01,-1.15314000835E+01,+7.74656538607E+01,+5.14622789146E+01
4.91117478510E+09,-1.51251291945E+01,-1.67623076775E+01,-7.06134160784E+01,-9.40075932522E+01
4.92120343840E+09,+6.04541269915E-01,+4.14057372750E-01,+1.00946859200E+02,+1.20793428131E+02
4.93123209169E+09,-5.22182190120E+00,-5.00023794618E+00,+1.28362202776E+02,+1.06526005035E+02
4.94126074499E+09,-1.76837256521E+01,-1.92149597480E+01,+2.80622558289E+01,-3.76104001954E+01
4.95128939828E+09,-8.00427630246E+00,-1.06789339594E+01,-1.20379622181E+01,-5.67258187643E+00
4.96131805158E+09,-2.54084874531E+01,-2.63520155506E+01,-3.81014102872E+00,-9.07020371150E+00
4.97134670487E+09,-8.89752301520E+00,-9.25088421881E+00,+1.03266328767E+02,+8.10774679647E+01
