! Planar, C4420, 00000001, 24.1.6/3
! Date: 26.09.2024 10:20:15
! Stimulus(Гц),    S21(дБ),           S12(дБ),           S21(°),            S12(°)
4.50000000000E+09,+3.53378636635E+00,+6.60101311187E+00,+1.75688073694E+02,+1.29424474747E+01
4.53868194842E+09,-7.10160165199E+00,-1.56234696032E+00,-1.46919121656E+02,+1.55626432025E+02
4.57736389685E+09,+1.13819538328E+01,-4.86251084222E-01,+1.33764484194E+02,+1.49604151252E+02
4.61604584527E+09,-4.54219194653E+00,+1.72534146237E+00,-6.62246430902E+01,-6.77590097308E+01
4.65472779370E+09,-3.98286019789E-01,-3.62331584850E+00,-4.02731801610E+01,+1.76506486577E+02
4.69340974212E+09,-3.69783828485E+00,-1.05209959783E+00,+1.66796192417E+02,-8.92128850488E+00
4.73209169054E+09,-6.74716114985E+00,-9.13862528345E+00,+1.48680897960E+01,+6.39899288039E+00
4.77077363897E+09,-4.47932816266E+00,+6.82123518991E+00,-4.22187857811E+01,-1.29286807388E+02
4.80945558739E+09,-3.96451321206E+00,-1.12366231524E+01,-4.85854206529E+01,-4.73176305520E+01
4.84813753582E+09,+1.99669165902E+00,-1.12374527832E+01,+3.97594458521E+01,-3.42131078200E+01
4.88681948424E+09,+8.45273319716E-01,-6.57456122171E+00,+3.06865911246E+00,-4.45330027028E+01
4.92550143266E+09,-7.41263606893E+00,+2.00145656266E+01,+1.21859160907E+01,-5.81131494986E+01
4.96418338109E+09,-1.15090725756E+01,+3.19701352245E+00,+1.21757391658E+02,-1.34236662245E+02
5.00286532951E+09,+9.09390515812E-01,+3.27073388525E+00,-1.76871847302E+02,-1.64354845751E+02
5.04154727794E+09,-3.62287276115E+00,+6.61275453657E+00,-1.57073516061E+01,-1.09341461124E+02
5.08022922636E+09,+8.62886965550E-01,-6.50979686255E+00,+1.01759348990E+02,-1.45397868059E+01
5.11891117479E+09,-2.12381233912E+00,-6.58515897066E-01,-1.46931137681E+02,+1.42240648232E+02
5.15759312321E+09,-7.10262020945E+00,-3.29719812913E+00,+2.34601977106E+00,+1.15913624342E+02
5.19627507163E+09,+8.31267367207E+00,-2.58746491512E+00,-5.04881059452E+00,-1.47076130527E+02
5.23495702006E+09,-1.58616436265E+01,+2.23879656378E+00,-2.38440948254E+01,+1.47396549237E+02
5.27363896848E+09,+5.92297553997E+00,+1.18434307940E+01,-1.09438490255E+02,-6.99366491845E+01
5.31232091691E+09,-6.42874107514E-01,-1.29617755203E+01,+1.48961677972E+02,-1.27613401359E+02
5.35100286533E+09,+1.40916011596E+01,-3.65960899024E+00,+9.95625466023E+01,-1.69252367316E+02
5.38968481375E+09,-8.12028852899E+00,+2.79180931582E+00,-1.58250353833E+02,+2.04498813481E+00
5.42836676218E+09,-7.73922533365E+00,-2.82900194556E+00,-4.09970804461E+01,+3.99731364343E+01
5.46704871060E+09,+1.32649703016E+01,+4.27220018417E+00,+6.94304999321E+01,-7.63424463306E+00
5.50573065903E+09,+1.08077746012E+01,-1.38518494279E+00,+3.81126400109E+01,-1.93355332478E+01
5.54441260745E+09,+1.02743673090E+01,-9.72876200194E-01,-6.47816075661E+01,-2.67794358210E+01
5.58309455587E+09,+7.85171427422E-01,+7.00301814143E+00,-1.09540968828E+00,+1.59002623579E+02
5.62177650430E+09,+6.00581307225E+00,-6.53913586395E+00,+4.09761580327E+01,-2.42003816006E+01
